bias,text
neutral,LIVE @ 11:30 AM ET on http://t.co/POy0JeQQMz: Remembering 1989 #Tiananmen Square Massacre w/ Leader Pelosi &amp; @RepChrisSmith
neutral,RT @BenAffleck: Please take a moment to read a powerful op-ed by @EasternCongo board member @CindyMcCain on her recent trip to #Congo http:‰Ű_
neutral,"Joining ""The Kelly File"" tonight on @FoxNews to talk Lois Lerner. Tune in at 9 pm ET"
partisan,Think Obamacare is bad? It's just the first step: http://t.co/45ZVQSPT1A We can stop it. #DontFundIt #DefundObamacare
neutral,Trust: Ds vs Rs http://t.co/hEIzQZfdjm
neutral,"Hey, #MD02 ! Need help? My office is coming to you! Visit my Facebook page for more information on how I can help! https://t.co/HJDTAbWTAQ"
neutral,My opening remarks at today's @FinancialCmte hearing on @CFPB's consumer data collection: http://t.co/YLUrIrrOqj
partisan,"Shutting down power plants and giving an advantage to politically connected ‰Ű÷green energy‰ŰŞ companies isn't a ""fair"" plan."
neutral,I'll be on @FoxNewsSunday with Chris Wallace this morning. Tune in!
neutral,Attention #NV03 - I'm hosting a job fair/career skills workshop Oct 7. All employers LOOKING TO HIRE. Visit http://t.co/l6Xkd3ZcWQ for info
neutral,"Great roundtable on #gunviolence in #RI today. Mayors, Mothers, Police all came together to discuss solutions w/us: http://t.co/VOHnkoU7km"
neutral,May the peace of Christ be with you and your family this Easter Sunday. http://t.co/SdqPkZ6Nso
partisan,LIVE: Let‰ŰŞs leave our kids with the America our parents gave us--one in which everyone has the opportunity to succeed http://t.co/sQAr4wjWCz
neutral,Learning about the tools of the trade! http://t.co/osggVfWEy9
partisan,"Once again, I'm cosponsoring a real #NoBudgetNoPay, one that actually encourages House &amp; Senate to do its job.  http://t.co/LZq4bbvf"
neutral,Thoughts &amp; prayers 4 families in #Oklahoma affected by tornadoes. May they be blessed with strength &amp; courage in face of this tragedy #netde
neutral,It is now up to Harry Reid and the President to accept a responsible compromise to keep the government open. http://t.co/RcT8macV76 #AZ05
neutral,My column in today's @theobserver on the opportunity presented by the interim nuclear agreement with Iran. #ncpol http://t.co/yZtaoiUBpy
neutral,.@RepDuckworth blasts witness for claiming veterans disability to gain gov't contracts http://t.co/D4NeAA8poa #IRS
neutral,Enjoyed meeting kids @ Hidden Village Boys &amp; Girls Club &amp; discussing summer meals program with @FoodLifeline staff. http://t.co/hufMRHKodH
neutral,Honored to receive a public service citiation from our @SECNAV Ray Mabus: http://t.co/zMZSfI7d http://t.co/gppmJy86
neutral,Big home wins today for my @KState Wildcats and @KUHoops!!
neutral,"Arlington Eagles win state fastpitch championship #oftheworld! Great job, Eagles. @northsnohomish @HeraldNetSports"
partisan,"Submit your questions for Rep. Wolf using the hashtag #cspanwj or @cspanwj, or call in: 202-585-3881 (Republicans), 202-585-3880 (Democrats)"
partisan,#ObamaCare is more unpopular than ever. Read why: http://t.co/JkHuAkfkLv #LA03
neutral,Joining MSNBC this morning at 9:10 Central. Hope you'll tune in.
neutral,"With bipartisan work &amp; cooperation, we passed a bill that will #FixFlood insurance rates for folks all across ND http://t.co/S6vaaQfCTS"
partisan,Kellogg woman and her husband farm. Concerned about not qualifying for disaster assistance when their grass suffered drought. #KlineTTH
partisan,#ObamaCare: Working the way it's supposed to? http://t.co/x0uq3oV4Lb #TrainWreck
partisan,Congrats to #Berkeley‰ŰŞs @AliceWaters on being named one of @TIME Magazine‰ŰŞs 100 Most Influential People! #TIME100
neutral,Even conservative icons Ronald Reagan &amp; Justice Scalia have recognized the need for commonsense protections from gun violence #NowIsTheTime
neutral,"Good Morning #tx25! Looking forward to a busy day ahead. Today, the House will continue debate of Homeland Appropriations."
partisan,Great work to all the firefighters and officials working on the four fires in the Monzano and Gallinas Mountains.
neutral,Enjoyed the opportunity to visit with @uinations students yesterday. Glad they got to see a committee hearing. #idpol http://t.co/qyFzXHmliR
neutral,@infarmbureau Thank you!
neutral,Murray: That sacrifice should not have to come in the form of unwanted sexual contact from within the ranks. #CombatMSA
neutral,Reminder from @SDCaltrans - portions of southbound I-15 in north county will be closed Sat. eve - Mon am. http://t.co/4EEunBU6gF
neutral,"Very sorry to hear of the passing of Sen. Howard Baker, who devoted his life to serving his country. (1/2)"
neutral,Thx! Happy Thanksgiving! MT .@BarbRhondi: @RepDonaldPayne This #Thanksgiving I am #grateful4gunsense you've shown. Thx! #MomsDemandAction
partisan,@RepBeatty is fighting to pass the Paycheck Fairness Act because equal pay deserves equal work!  #HappyEqualPayDay! http://t.co/jto96gUQJp
neutral,Ask a question in my online townhall @CrowdHall and vote on your favorites! http://t.co/xGQnFWzxnW #ar2 #arkansas #tcot #CutWaste #sequester
partisan,Senate Dems are now pledging to finally ‰ŰŇ finally ‰ŰŇ produce a #budget. I‰ŰŞll be interested to see what they put forward.
neutral,Every day there is a new drawing on my DC exec assistant's door. Going to start sharing a few. http://t.co/u708zTDkTm
partisan,Very wise words from my friend @RepMcClintock this am http://t.co/DGw1IIS0JA #BorderCrisis
partisan,"Tonight President Obama left Americans with a case of deja vu, delivering a speech filled with recycled promises... http://t.co/n8swoQVmGc"
neutral,I'm proud to see #VAWA passed the House today http://t.co/M2EFnYZjfs
neutral,H/T for ur leadership onĺĘ#KeystoneXL- MT @LEETERRYNE: landowner telling me &amp;ĺĘ@RepFredUptonĺĘhe's pleased w/building a pipeline in his land.
partisan,@migrainediva @SpeakerBoehner @PresenteOrg You are passing on a lie
partisan,@banuaba That is how lies get circulated. I blame terrorists for all innocent deaths that happen when they attack or when others retaliate
neutral,"Thank you, @SteveScalise!"
neutral,"On Tues, the @FinancialCmte will hear from #FHFA Dir. DeMarco on his agency's conservatorship of @FannieMae &amp; @FreddieMac.Tune in @10 am"
partisan,Chaired @SenateBanking hearing 2day on impact default would have on financial stability &amp; economic growth. Watch here:http://t.co/Ggh7wfS14k
neutral,A story shared by millions of Americans - http://t.co/LYHEHtOJA8. Let's stand for the 2.8mill in need &amp; #RenewUI now http://t.co/e2KryK1qjN
partisan,The US has tripled its defense spending since 1997 and spends more on defense than the rest of the world combined. #budget
partisan,"In 2014 we worked to stop nuclear #Iran, confront #ISIS &amp; support #Israel. #YearInReview2014: http://t.co/okAeKkhQ9z https://t.co/mALyyyzHtm"
neutral,"American history is marked by great moments, &amp; the dream of Dr. Martin Luther King Jr. is on full display today... http://t.co/AhUUNwud #ar2"
neutral,Thanks for standing w/ me to preserve #MedicareAdvantage choice for seniors. We're 108 strong! #FF @RepJimMatheson @BuckMcKeon @RepMcKinley
neutral,"PHOTO: @GreggHarper, @RepFredUpton, @RepMarthaRoby, @SusanWBrooks after recording the weekly #GOP address http://t.co/Ls6ax7Aknk"
neutral,Thrilled to introduce #FamilyAct with @SenGillibrand. Good for both families &amp; businesses. http://t.co/48moCcxZzO
neutral,Thank you so much for your kind words of support! MT @TrishLaird @RepDeSantis Congratulations on the passage of your first bill!
neutral,Stopped by #SCOTUS earlier to show my support for Hobby Lobby #ReligiousLiberty http://t.co/p4SAnjRDAE
neutral,The Original Chickenhawk. http://t.co/gqThSecLxB
neutral,Frank will be speaking in Washington today at the Smithsonian. Wishing him luck!
neutral,@BillClinton in #NewHaven. Note the only non coffee drinker in this group. http://t.co/MX9kkLku7t
neutral,"Thoughts&amp;prayers w/the family of Sen Lautenberg today, the last WWII veteran in the Senate. Thank you for your service to our nation Senator"
neutral,An update on fight to protect religious freedom in military on Tony Perkins radio show today at 5:35 ET http://t.co/iW6uo1svXG
partisan,"Working with @AGSchneiderman to ensure schools are safe haven for students to learn and grow, not a place of hatred and persecution"
partisan,"MM: ""I will not stand idly by while this admnistration &amp; this EPA try to wipe out the lifeblood of my home State."" http://t.co/PTQMtEmVoe"
neutral,Giving a Congressional Update and answered residents' questions at Chateau Girardeau this morning in Cape. http://t.co/ZcVRz7wh7R
neutral,"Hey @MumfordAndSons, @CityofOttumwa Can‰ŰŞt Wait for You! Great to see the community come together for this video. http://t.co/Aumcw8lWgn"
partisan,The U.S. is on an unsustainable fiscal path. Listening to a report from CBO at the first @SenateBudget Committee meeting of this Congress.
neutral,It was a pleasure to join the @AIPAC Miami club for their gala this evening http://t.co/cAXw9ACeQw
partisan,57% of Americans don't trust #Obamacare with their personal data #SenateMustAct
neutral,RT @HeraldNews See photos from the ‰Ű÷Run With Cory‰ŰŞ event held July 5 in #CapeMay @CoryBooker http://t.co/nzPlRfAN5A ‰Ű_ http://t.co/0eUobswh2l
neutral,"RT @robrobinson: Way to go, Nashville! :) Via @USATODAY: Best urban green spaces in North America http://t.co/tbvxiJWnb2"
neutral,"Good morning, everyone! Busy week ahead as the House will be back in session. Stay up to date with my eNewsletter: http://t.co/pq34XyjWOY"
neutral,@Morrow_Brett Ha! Ur the man! U text one night bout #hiphop hug on floor right?
neutral,Renee &amp; I enjoyed hosting #NC08 Women‰ŰŞs Symposium Friday. Check out this article highlighting the event @IndyTribune: http://t.co/cNGLnZ1VTc
neutral,You shouldn't have to choose between work and family. It's #YourTime. #MakingLifeWork http://t.co/VdQTw9JloB
neutral,McConnell Testifies in Defense of the First Amendment‰ŰŞs Free Speech Protections http://t.co/bSZ3M8xZct
neutral,.@ArFishinhole With Ms. Sutterfield's AP Government class! #ar2 @ConwaySchools http://t.co/28z6aclfZs
partisan,RT @WKBW Ohio Street Project Moves Forward http://t.co/T3vcwG8jZg
neutral,Speaking this morning to the New Mexico Association of Counties http://t.co/KrGebZe8RI
neutral,ICYMI: My #CongresstoKS town hall a few weeks ago in #Sabetha http://t.co/r64eL0I6
neutral,"Discussed a # of issues at the Veterans Roundtable I hosted this morning including ed, jobs for vets, and the VA. http://t.co/KhTMIQPYTV"
neutral,Coffee at Barnes and Noble in Bismarck http://t.co/AzUeQy2p3J
partisan,"Instead of lurching from one manufactured crisis to the next, it's time for Congress to focus on creating jobs! http://t.co/4C03y16gY3"
neutral,Joined @senblumenthal at powerful gun violence prevention vigil in Stamford. Thank you Interfaith Council. http://t.co/kpj7BeQmZL
neutral,.@KYSTATEFOP McConnell Pushes Bill to Create ‰ŰĎBlue Alert‰Űť to Help Catch Suspects Who Attack Law Enforcement Officers http://t.co/Z1knWQoglt
neutral,"News: Glad @Interior is releasing $475mil for #SandyRecovery: http://t.co/SKoQYOX4xH. As we near summer tourist season, we cont'd to rebuild"
neutral,"Our staff will hold Local Office Hrs in Lunenburg on Fri, Dec 13 to meet w/constituents who need help w/fed agencies: http://t.co/9RWdYvxb0f"
neutral,"Proof that strong #auto = strong middle class 47,000 @Ford workers will receive avg of $8.8K each in shared profit after $8B profit in 2013"
neutral,New @USDOL #CareerOneStop website will connect #Vets to employers http://t.co/btil03TYqW
neutral,Illegal immigrants already being released to neighborhood near you http://t.co/mZ3R7MEYZ9 via @Watchdogorg
neutral,We have a lot of wishes on our list and a very important one is Keystone XL. #TimeToBuild http://t.co/5dR9dj7F9H
neutral,I met with National Field Archery Association President Bruce Cull and enjoyed touring the facility today in Yankton. http://t.co/RkFcKtpPw1
neutral,Next wk @BarackObama give 6th #SOTU. I want to know what you think. Tweet me your ?s using #NC09SOTU http://t.co/5a4KFgusRJ
neutral,Read more about my Verified and Legitimate ID (VALID) Act here: http://t.co/QNg5hRMUTN (2/2)
neutral,Truly honored to talk with @AmericanLegion vets abt how we can ensure our #vets get support + benefits they deserve. http://t.co/Fk2eEg4gnz
neutral,En route to the @WhiteHouse to meet w/ the President &amp; @Senate_GOPs. I'm hopeful discussions like these will bring this stalemate to an end.
partisan,"#Obamacare vexing small businesses, courtesy of @PittsburghPG http://t.co/QYZRShdZqg #TrainWreck"
neutral,"Today in 1870, Hiram Revels became the first African American to serve in the U.S. Senate #BHM"
partisan,"Approving #KeystoneXL ""won't cost taxpayers a dime."" Read excellent @WSJ editorial on importance of pipeline http://t.co/f2Daagz2wK"
neutral,ICYMI @RepJeffDenham announces he‰ŰŞll be first R to sign onto HR15! Watch the interview http://t.co/ehCXaTXiLd #ActOnReform #CIR #TimeIsNow
neutral,As a cancer survivor I believe we must ensure patient access to quality cancer treatment by reimbursing providers equally in all settings.
neutral,"Here's to hoping Clemson Tigers can show as much ""Get after it"" today vs NCState! Go Tigers! #Clemson #tigerfootball #bloodrunnethOrange"
neutral,Today marks 50th anniversary of MLK‰ŰŞs ‰ŰĎI have a Dream.‰Űť MLK visited Sioux Falls in '61. His interview w/ @keloland: http://t.co/jSKmhsT4MI
